id_estado,estado_abrev,estado,ano,regiao_geo,desp_tot_saude_pc_mun,desp_recp_saude_pc_mun
11,RO,Rondônia,2012,Norte,"428,170789101459","235,230548008787"
14,RR,Roraima,2012,Norte,"304,335643545378","139,906856901884"
43,RS,Rio Grande do Sul,2012,Sul,"499,906807034716","285,774049905159"
42,SC,Santa Catarina,2012,Sul,"540,228543494039","311,745649296356"
28,SE,Sergipe,2012,Nordeste,"447,709258151859","180,383844502903"
35,SP,São Paulo,2012,Sudeste,"572,216189337418","411,743027970771"
17,TO,Tocantins,2012,Norte,"421,201625011156","220,226486471628"
12,AC,Acre,2013,Norte,"272,103773212632","150,168935866873"
27,AL,Alagoas,2013,Nordeste,"468,389936418498","177,733480510287"
13,AM,Amazonas,2013,Norte,"339,854971355776","227,456471562056"
16,AP,Amapá,2013,Norte,"241,425765644664","141,57104114994"
29,BA,Bahia,2013,Nordeste,"380,907241253015","180,862519317339"
23,CE,Ceará,2013,Nordeste,"456,576844850104","205,681760797168"
53,DF,Distrito Federal,2013,Centro-Oeste, , 
32,ES,Espírito Santo,2013,Sudeste,"450,286717234083","285,255652247521"
52,GO,Goiás,2013,Centro-Oeste,"541,580521798705","261,968665739724"
21,MA,Maranhão,2013,Nordeste,"410,844817832541","170,110142815343"
31,MG,Minas Gerais,2013,Sudeste,"613,172738484811","311,957031700889"
50,MS,Mato Grosso do Sul,2013,Centro-Oeste,"763,514846936942","399,545712251577"
51,MT,Mato Grosso,2013,Centro-Oeste,"588,73924473479","318,950838976856"
15,PA,Pará,2013,Norte,"360,871218324975","156,35611323779"
25,PB,Paraíba,2013,Nordeste,"520,700562924041","212,901432795373"
26,PE,Pernambuco,2013,Nordeste,"386,019000431688","188,571953532339"
22,PI,Piauí,2013,Nordeste,"559,444022951072","208,797766573026"
41,PR,Paraná,2013,Sul,"554,657817783776","320,797562448499"
33,RJ,Rio de Janeiro,2013,Sudeste,"653,425468713823","353,398212573655"
24,RN,Rio Grande do Norte,2013,Nordeste,"490,521579236268","261,20081396045"
11,RO,Rondônia,2013,Norte,"432,225043761941","236,635671080086"
14,RR,Roraima,2013,Norte,"398,343698798538","201,635483268862"
43,RS,Rio Grande do Sul,2013,Sul,"549,846407372772","304,620768632351"
42,SC,Santa Catarina,2013,Sul,"575,272679648792","337,409011989298"
28,SE,Sergipe,2013,Nordeste,"470,605314087505","192,379082431631"
35,SP,São Paulo,2013,Sudeste,"632,505688493858","451,982650648576"
17,TO,Tocantins,2013,Norte,"423,700791360628","225,544602719727"
12,AC,Acre,2014,Norte,"315,639872712476","161,500883583238"
27,AL,Alagoas,2014,Nordeste,"550,006512443582","215,348776985979"
13,AM,Amazonas,2014,Norte,"372,711228266821","231,15466155602"
16,AP,Amapá,2014,Norte,"288,824588433798","180,66581118693"
29,BA,Bahia,2014,Nordeste,"439,415951904789","206,381751575444"
23,CE,Ceará,2014,Nordeste,"540,868829680584","236,560704685885"
53,DF,Distrito Federal,2014,Centro-Oeste, , 
32,ES,Espírito Santo,2014,Sudeste,"507,509466884459","321,175670875708"
52,GO,Goiás,2014,Centro-Oeste,"612,033201585045","282,836956494812"
21,MA,Maranhão,2014,Nordeste,"471,601812050824","186,089963249998"
31,MG,Minas Gerais,2014,Sudeste,"723,422683963522","351,346835443087"
50,MS,Mato Grosso do Sul,2014,Centro-Oeste,"862,370109373097","441,537128406505"
51,MT,Mato Grosso,2014,Centro-Oeste,"665,375786539766","372,36406124694"
15,PA,Pará,2014,Norte,"439,830075716112","181,739817988669"
25,PB,Paraíba,2014,Nordeste,"578,611350546479","243,333301812806"
26,PE,Pernambuco,2014,Nordeste,"443,962177396426","205,830578911147"
22,PI,Piauí,2014,Nordeste,"622,42316411339","249,262714220786"
41,PR,Paraná,2014,Sul,"625,876496229998","363,676432792935"
33,RJ,Rio de Janeiro,2014,Sudeste,"743,069220085349","396,420976867809"
24,RN,Rio Grande do Norte,2014,Nordeste,"556,747157684736","288,223715045577"
11,RO,Rondônia,2014,Norte,"490,171305793263","266,783903362308"
14,RR,Roraima,2014,Norte,"447,891856979571","236,610401399778"
43,RS,Rio Grande do Sul,2014,Sul,"647,83671537878","338,387283458939"
42,SC,Santa Catarina,2014,Sul,"672,735806613739","384,011715086393"
28,SE,Sergipe,2014,Nordeste,"521,701544530617","222,642298630278"
35,SP,São Paulo,2014,Sudeste,"703,387548920066","494,32629738766"
17,TO,Tocantins,2014,Norte,"489,786082204318","255,765008330661"
12,AC,Acre,2015,Norte,"297,455856022242","165,03682419575"
27,AL,Alagoas,2015,Nordeste,"578,505052967256","220,914536716102"
13,AM,Amazonas,2015,Norte,"374,295747660941","240,726603012034"
16,AP,Amapá,2015,Norte,"301,748311040214","168,000173279821"
29,BA,Bahia,2015,Nordeste,"456,123114858957","221,408560769206"
23,CE,Ceará,2015,Nordeste,"561,824336873245","251,112380343376"
53,DF,Distrito Federal,2015,Centro-Oeste, , 
32,ES,Espírito Santo,2015,Sudeste,"530,380034802315","318,530263815135"
52,GO,Goiás,2015,Centro-Oeste,"623,070819481382","301,788742940402"
21,MA,Maranhão,2015,Nordeste,"461,100929341835","187,663819759478"
31,MG,Minas Gerais,2015,Sudeste,"743,383686518648","364,178388662262"
50,MS,Mato Grosso do Sul,2015,Centro-Oeste,"916,873026434415","477,531874922716"
51,MT,Mato Grosso,2015,Centro-Oeste,"720,404664007134","408,670300041097"
15,PA,Pará,2015,Norte,"443,882415348603","188,232120248965"
25,PB,Paraíba,2015,Nordeste,"591,982539505795","255,110628689075"
26,PE,Pernambuco,2015,Nordeste,"445,702909457611","216,346517031295"
22,PI,Piauí,2015,Nordeste,"635,524746828055","262,584209342116"
41,PR,Paraná,2015,Sul,"673,563547786091","407,557207471134"
33,RJ,Rio de Janeiro,2015,Sudeste,"746,805914403508","411,556228942025"
24,RN,Rio Grande do Norte,2015,Nordeste,"611,218523712478","303,493044188631"
11,RO,Rondônia,2015,Norte,"500,992526880383","280,318388223305"
14,RR,Roraima,2015,Norte,"461,673628647425","268,908655532813"
43,RS,Rio Grande do Sul,2015,Sul,"662,032219900619","363,644012183707"
42,SC,Santa Catarina,2015,Sul,"708,919898797365","413,870703573298"
28,SE,Sergipe,2015,Nordeste,"575,628142484608","250,119981671353"
35,SP,São Paulo,2015,Sudeste,"747,751489622241","531,618913447515"
17,TO,Tocantins,2015,Norte,"512,155254645488","263,075926233198"
12,AC,Acre,2016,Norte,"344,677345580375","175,834550249973"
27,AL,Alagoas,2016,Nordeste,"624,868977931799","245,49649218796"
13,AM,Amazonas,2016,Norte,"381,693893894499","247,550544593211"
16,AP,Amapá,2016,Norte,"316,759104327651","157,812858934289"
29,BA,Bahia,2016,Nordeste,"487,633402136831","233,075522605644"
23,CE,Ceará,2016,Nordeste,"587,74269615","261,697685707283"
53,DF,Distrito Federal,2016,Centro-Oeste, , 
32,ES,Espírito Santo,2016,Sudeste,"527,77741536408","305,915657479672"
52,GO,Goiás,2016,Centro-Oeste,"803,088134171066","365,417195921955"
21,MA,Maranhão,2016,Nordeste,"508,350359801577","222,223689418404"
31,MG,Minas Gerais,2016,Sudeste,"762,605268054955","379,990449323159"
50,MS,Mato Grosso do Sul,2016,Centro-Oeste,"976,223909120462","515,308861371928"
51,MT,Mato Grosso,2016,Centro-Oeste,"818,45150001921","472,887032652243"
15,PA,Pará,2016,Norte,"442,786595398488","197,566657884233"
25,PB,Paraíba,2016,Nordeste,"608,881241894127","264,010434358525"
26,PE,Pernambuco,2016,Nordeste,"457,911849656684","226,789727830182"
22,PI,Piauí,2016,Nordeste,"715,488792026016","297,353750013279"
41,PR,Paraná,2016,Sul,"754,262374412953","447,149833186275"
33,RJ,Rio de Janeiro,2016,Sudeste,"771,619608423806","448,188476770492"
24,RN,Rio Grande do Norte,2016,Nordeste,"635,366832271558","327,344724184014"
11,RO,Rondônia,2016,Norte,"531,542840060226","313,19497025926"
14,RR,Roraima,2016,Norte,"515,221617256125","261,26452946061"
43,RS,Rio Grande do Sul,2016,Sul,"717,95392358127","395,842272109157"
42,SC,Santa Catarina,2016,Sul,"766,121514754318","447,695418724088"
28,SE,Sergipe,2016,Nordeste,"554,891164561945","246,568973267031"
35,SP,São Paulo,2016,Sudeste,"802,446138682855","578,485202178231"
17,TO,Tocantins,2016,Norte,"570,146725198415","286,268824782062"
12,AC,Acre,2017,Norte,"330,916115723001","175,132922907985"
27,AL,Alagoas,2017,Nordeste,"643,095766937425","244,700880860756"
13,AM,Amazonas,2017,Norte,"387,501868061287","255,388768310671"
16,AP,Amapá,2017,Norte,"306,59694896217","141,551863619156"
29,BA,Bahia,2017,Nordeste,"500,778152297049","250,136100475957"
23,CE,Ceará,2017,Nordeste,"621,745148006864","278,583561471366"
53,DF,Distrito Federal,2017,Centro-Oeste, , 
32,ES,Espírito Santo,2017,Sudeste,"525,057176928539","316,724191528341"
52,GO,Goiás,2017,Centro-Oeste,"677,825759202404","335,010431199043"
21,MA,Maranhão,2017,Nordeste,"512,452645330603","225,085718901482"
31,MG,Minas Gerais,2017,Sudeste,"820,435597581784","417,427378818834"
50,MS,Mato Grosso do Sul,2017,Centro-Oeste,"1065,54854737322","567,744598792472"
51,MT,Mato Grosso,2017,Centro-Oeste,"861,526051781648","502,389533359406"
15,PA,Pará,2017,Norte,"460,385405430957","206,554590541136"
25,PB,Paraíba,2017,Nordeste,"637,433953106625","272,377984130399"
26,PE,Pernambuco,2017,Nordeste,"479,126203259682","244,635078722315"
22,PI,Piauí,2017,Nordeste,"737,341451602031","306,839527508987"
41,PR,Paraná,2017,Sul,"802,400407066864","471,153845787063"
33,RJ,Rio de Janeiro,2017,Sudeste,"768,120230685457","438,446768992035"
24,RN,Rio Grande do Norte,2017,Nordeste,"653,195582133805","331,632400388594"
11,RO,Rondônia,2017,Norte,"534,69497092682","317,605698487309"
14,RR,Roraima,2017,Norte,"487,780703663735","266,909003532095"
43,RS,Rio Grande do Sul,2017,Sul,"756,110245900894","424,379730265096"
42,SC,Santa Catarina,2017,Sul,"791,973917387416","471,818119923253"
28,SE,Sergipe,2017,Nordeste,"557,12093411348","255,698751007379"
35,SP,São Paulo,2017,Sudeste,"827,498975291999","602,321261796631"
17,TO,Tocantins,2017,Norte,"575,336031634669","296,338322562912"
12,AC,Acre,2018,Norte,"421,797872710244","209,763359759118"
27,AL,Alagoas,2018,Nordeste,"723,153804174567","241,166332337329"
13,AM,Amazonas,2018,Norte,"458,587652978359","262,638137244335"
16,AP,Amapá,2018,Norte,"401,318075118901","135,013283951051"
29,BA,Bahia,2018,Nordeste,"565,715291015701","261,810929460019"
23,CE,Ceará,2018,Nordeste,"669,591291480701","283,39508930365"
53,DF,Distrito Federal,2018,Centro-Oeste, , 
32,ES,Espírito Santo,2018,Sudeste,"576,47248403777","333,902231062187"
52,GO,Goiás,2018,Centro-Oeste,"697,968798015334","340,476027456005"
21,MA,Maranhão,2018,Nordeste,"608,860522085777","225,361755995411"
31,MG,Minas Gerais,2018,Sudeste,"884,060546020992","437,032707982316"
50,MS,Mato Grosso do Sul,2018,Centro-Oeste,"1154,33604717695","538,557498064056"
51,MT,Mato Grosso,2018,Centro-Oeste,"958,378964761713","526,169541028613"
15,PA,Pará,2018,Norte,"514,142540020902","222,855431979287"
25,PB,Paraíba,2018,Nordeste,"703,356997412533","264,403063341778"
26,PE,Pernambuco,2018,Nordeste,"527,671549384652","256,235807571078"
22,PI,Piauí,2018,Nordeste,"847,395145401563","338,286064324781"
41,PR,Paraná,2018,Sul,"874,943875675168","469,053095750759"
33,RJ,Rio de Janeiro,2018,Sudeste,"820,034156507141","426,469654755955"
24,RN,Rio Grande do Norte,2018,Nordeste,"713,892691175343","331,25737728197"
11,RO,Rondônia,2018,Norte,"577,366002365726","321,583205215673"
14,RR,Roraima,2018,Norte,"599,944616960944","304,277350086867"
43,RS,Rio Grande do Sul,2018,Sul,"809,593396092615","434,410325701505"
42,SC,Santa Catarina,2018,Sul,"869,655585147949","508,05026827979"
28,SE,Sergipe,2018,Nordeste,"599,453223477306","285,437099194272"
35,SP,São Paulo,2018,Sudeste,"875,681724507619","616,799046323145"
17,TO,Tocantins,2018,Norte,"673,048814490315","318,534949535348"
12,AC,Acre,2019,Norte,"402,410696438945","202,796738497466"
27,AL,Alagoas,2019,Nordeste,"769,910882073058","265,061166665664"
13,AM,Amazonas,2019,Norte,"515,282681135252","286,050265744517"
16,AP,Amapá,2019,Norte,"386,862334917432","169,569699419164"
29,BA,Bahia,2019,Nordeste,"625,7889093568","293,154296225981"
23,CE,Ceará,2019,Nordeste,"738,230955358675","310,990494672061"
53,DF,Distrito Federal,2019,Centro-Oeste, , 
32,ES,Espírito Santo,2019,Sudeste,"640,761217801484","382,949594208824"
52,GO,Goiás,2019,Centro-Oeste,"750,538115129817","376,124946675854"
21,MA,Maranhão,2019,Nordeste,"610,346268171322","225,541253680319"
31,MG,Minas Gerais,2019,Sudeste,"956,330137993757","472,406980470481"
50,MS,Mato Grosso do Sul,2019,Centro-Oeste,"1239,63510367635","619,046103347752"
51,MT,Mato Grosso,2019,Centro-Oeste,"993,838272916244","549,99687658363"
15,PA,Pará,2019,Norte,"557,327386715471","238,5624502258"
25,PB,Paraíba,2019,Nordeste,"744,811603359543","291,246036638095"
26,PE,Pernambuco,2019,Nordeste,"559,685003889596","275,997233020687"
22,PI,Piauí,2019,Nordeste,"848,011627615115","359,291966692918"
41,PR,Paraná,2019,Sul,"927,086590559098","516,624089658794"
33,RJ,Rio de Janeiro,2019,Sudeste,"858,159728316383","434,041971836181"
24,RN,Rio Grande do Norte,2019,Nordeste,"768,10926639475","372,117277386383"
11,RO,Rondônia,2019,Norte,"637,785076442786","347,143795534678"
14,RR,Roraima,2019,Norte,"651,072498022783","306,161416138253"
43,RS,Rio Grande do Sul,2019,Sul,"846,987415587746","468,353035172012"
42,SC,Santa Catarina,2019,Sul,"935,95872033246","556,604014303454"
28,SE,Sergipe,2019,Nordeste,"610,514058783975","296,286467202854"
35,SP,São Paulo,2019,Sudeste,"936,569082981869","659,155735604582"
17,TO,Tocantins,2019,Norte,"703,241605763524","333,579600123197"
12,AC,Acre,2020,Norte,"474,010720585984","214,493766921599"
27,AL,Alagoas,2020,Nordeste,"878,733860453047","271,741210652621"
13,AM,Amazonas,2020,Norte,"679,827322292131","328,760994058047"
16,AP,Amapá,2020,Norte,"515,186788328677","170,054409475353"
29,BA,Bahia,2020,Nordeste,"752,429855124001","317,735923750479"
23,CE,Ceará,2020,Nordeste,"900,041967264187","330,136976621312"
53,DF,Distrito Federal,2020,Centro-Oeste, , 
32,ES,Espírito Santo,2020,Sudeste,"724,648828275665","391,720154910231"
52,GO,Goiás,2020,Centro-Oeste,"924,405499139827","402,591023197177"
21,MA,Maranhão,2020,Nordeste,"745,447085640719","249,894870824692"
31,MG,Minas Gerais,2020,Sudeste,"1155,79479324067","511,283189643187"
50,MS,Mato Grosso do Sul,2020,Centro-Oeste,"1417,6445279969","617,631161769077"
51,MT,Mato Grosso,2020,Centro-Oeste,"1196,62970795525","619,814160574389"
15,PA,Pará,2020,Norte,"660,843037648504","264,571305390704"
25,PB,Paraíba,2020,Nordeste,"892,812738352969","310,407920461449"
26,PE,Pernambuco,2020,Nordeste,"684,796637587777","292,526317721041"
22,PI,Piauí,2020,Nordeste,"1084,76713531927","399,311380333245"
41,PR,Paraná,2020,Sul,"1031,12375909932","498,545595035035"
33,RJ,Rio de Janeiro,2020,Sudeste,"997,779206751508","423,263248635689"
24,RN,Rio Grande do Norte,2020,Nordeste,"893,484746144193","410,873254590369"
11,RO,Rondônia,2020,Norte,"760,507858678558","372,094415496068"
14,RR,Roraima,2020,Norte,"745,146388278545","337,161323871956"
43,RS,Rio Grande do Sul,2020,Sul,"976,993819461822","472,60186116157"
42,SC,Santa Catarina,2020,Sul,"1097,16205938403","563,430874363624"
28,SE,Sergipe,2020,Nordeste,"724,654207333201","316,356842305377"
35,SP,São Paulo,2020,Sudeste,"1078,03772344222","694,716909463974"
17,TO,Tocantins,2020,Norte,"896,992898708472","377,711297821938"
12,AC,Acre,2021,Norte,"491,537247189419","260,823893790359"
27,AL,Alagoas,2021,Nordeste,"937,262706222319","339,122416499044"
13,AM,Amazonas,2021,Norte,"692,505546556155","346,927610988475"
16,AP,Amapá,2021,Norte,"488,303258648436","220,85121951306"
29,BA,Bahia,2021,Nordeste,"825,044585219293","407,908854217934"
23,CE,Ceará,2021,Nordeste,"943,211399358394","406,865265308728"
53,DF,Distrito Federal,2021,Centro-Oeste, , 
32,ES,Espírito Santo,2021,Sudeste,"749,81463188633","454,293475866273"
52,GO,Goiás,2021,Centro-Oeste,"1005,38626978633","509,921418030495"
21,MA,Maranhão,2021,Nordeste,"764,770497026154","309,028208098139"
31,MG,Minas Gerais,2021,Sudeste,"1295,78710474679","613,043483014689"
50,MS,Mato Grosso do Sul,2021,Centro-Oeste,"1565,59445116672","785,70323703322"
51,MT,Mato Grosso,2021,Centro-Oeste,"1416,27246718148","790,999822406073"
15,PA,Pará,2021,Norte,"725,051126743242","297,198328391763"
25,PB,Paraíba,2021,Nordeste,"968,791255022552","390,799891305078"
26,PE,Pernambuco,2021,Nordeste,"700,079786023879","366,571350339805"
22,PI,Piauí,2021,Nordeste,"1069,09008543251","468,748652549915"
41,PR,Paraná,2021,Sul,"1143,50224706985","635,57274111316"
33,RJ,Rio de Janeiro,2021,Sudeste,"1094,14329335116","456,24744611436"
24,RN,Rio Grande do Norte,2021,Nordeste,"1011,42879949345","534,606788553726"
11,RO,Rondônia,2021,Norte,"875,887306311806","450,703875041146"
14,RR,Roraima,2021,Norte,"708,350013982412","407,321794486604"
43,RS,Rio Grande do Sul,2021,Sul,"1107,3436873542","577,056972392863"
42,SC,Santa Catarina,2021,Sul,"1211,96522855247","709,873386775715"
28,SE,Sergipe,2021,Nordeste,"767,610754297219","370,343549912646"
35,SP,São Paulo,2021,Sudeste,"1188,61501406727","822,666335685489"
17,TO,Tocantins,2021,Norte,"969,946797635654","496,26078543881"
12,AC,Acre,2022,Norte,"633,331110912628","329,072958397841"
27,AL,Alagoas,2022,Nordeste,"1123,00185938406","421,272170674025"
13,AM,Amazonas,2022,Norte,"822,670946755207","413,704127049329"
16,AP,Amapá,2022,Norte,"606,470919482733","281,587895040297"
29,BA,Bahia,2022,Nordeste,"918,798183120186","466,834441141055"
23,CE,Ceará,2022,Nordeste,"1064,49657238182","496,035577590368"
53,DF,Distrito Federal,2022,Centro-Oeste, , 
32,ES,Espírito Santo,2022,Sudeste,"895,523373241576","558,850256978933"
52,GO,Goiás,2022,Centro-Oeste,"1111,00866668545","575,16450692415"
21,MA,Maranhão,2022,Nordeste,"900,237680445648","364,574970251334"
31,MG,Minas Gerais,2022,Sudeste,"1446,1072385236","683,218183109009"
50,MS,Mato Grosso do Sul,2022,Centro-Oeste,"1757,31003994654","905,781622361485"
51,MT,Mato Grosso,2022,Centro-Oeste,"1567,4673049315","890,665444857276"
15,PA,Pará,2022,Norte,"826,277306208731","366,272102210246"
25,PB,Paraíba,2022,Nordeste,"1132,76891230706","499,586791363345"
26,PE,Pernambuco,2022,Nordeste,"812,048580771043","419,691675306176"
22,PI,Piauí,2022,Nordeste,"1218,66130054287","516,361126364683"
41,PR,Paraná,2022,Sul,"1312,11129765991","767,90280059537"
33,RJ,Rio de Janeiro,2022,Sudeste,"1345,53656919586","546,45552222028"
24,RN,Rio Grande do Norte,2022,Nordeste,"1194,3655872429","619,182883195639"
11,RO,Rondônia,2022,Norte,"1005,65142021222","524,578976278014"
14,RR,Roraima,2022,Norte,"946,061809401682","494,535752038032"
43,RS,Rio Grande do Sul,2022,Sul,"1230,33351608101","656,730646482881"
42,SC,Santa Catarina,2022,Sul,"1321,37828944932","828,309320394038"
28,SE,Sergipe,2022,Nordeste,"851,674360202423","411,861183220339"
35,SP,São Paulo,2022,Sudeste,"1329,97727132994","955,205624292216"
17,TO,Tocantins,2022,Norte,"1130,74023623786","589,844467783568"
12,AC,Acre,2023,Norte,"776,965549766451","361,615415106365"
27,AL,Alagoas,2023,Nordeste,"1233,560535121","470,860374044193"
13,AM,Amazonas,2023,Norte,"897,549463353002","449,005785175392"
16,AP,Amapá,2023,Norte,"768,586795409822","284,737632316294"
29,BA,Bahia,2023,Nordeste,"1028,41755231132","511,291326359247"
23,CE,Ceará,2023,Nordeste,"1194,66536941837","542,188196567748"
53,DF,Distrito Federal,2023,Centro-Oeste, , 
32,ES,Espírito Santo,2023,Sudeste,"1054,42610172598","610,831546298559"
52,GO,Goiás,2023,Centro-Oeste,"1218,227158474","705,255591591251"
21,MA,Maranhão,2023,Nordeste,"966,411324687954","393,436799872562"
31,MG,Minas Gerais,2023,Sudeste,"1710,39585173831","754,929440867595"
50,MS,Mato Grosso do Sul,2023,Centro-Oeste,"1890,3372921765","1019,14575345486"
51,MT,Mato Grosso,2023,Centro-Oeste,"1779,96225301172","1009,70036947674"
15,PA,Pará,2023,Norte,"899,699378560677","395,756230333535"
25,PB,Paraíba,2023,Nordeste,"1273,66730822519","577,645105865778"
26,PE,Pernambuco,2023,Nordeste,"881,358223559096","442,618385300837"
22,PI,Piauí,2023,Nordeste,"1320,70136427618","579,343118849357"
41,PR,Paraná,2023,Sul,"1481,21612838471","870,471655231465"
33,RJ,Rio de Janeiro,2023,Sudeste,"1476,06583530398","584,987159156013"
24,RN,Rio Grande do Norte,2023,Nordeste,"1462,46057921544","686,922874992663"
11,RO,Rondônia,2023,Norte,"1150,78218606186","617,411546473873"
14,RR,Roraima,2023,Norte,"1029,55564058016","481,185654659858"
43,RS,Rio Grande do Sul,2023,Sul,"1421,35095932109","767,39165755937"
42,SC,Santa Catarina,2023,Sul,"1478,22288302908","930,32750831797"
28,SE,Sergipe,2023,Nordeste,"955,563365810353","476,883337954581"
35,SP,São Paulo,2023,Sudeste,"1493,76658200478","1080,31322953147"
17,TO,Tocantins,2023,Norte,"1246,34027507165","638,719881650878"
